qsrank	statename	overall	Fitness	Routine	Nutrition	Sleep	Weight	Diabetes	arts	engineering	life	natural	social	id
2096	Medina	15.3857485	53.76832136	67.28760281	48.39158555	95.92115109	83.80052794	20.60758614	81.56779039	58.86363092	6.84023055	52.91006819	93.73484683	39037
2097	Meigs	4.188428867	95.77221706	20.40985107	19.65853816	48.32156083	70.06195712	2.826540914	24.290842	85.45473411	68.30401877	85.61682733	4.507187299	39039
2098	Mercer	16.33366706	31.52512818	20.86461664	28.1201798	72.82079894	23.61033402	61.80136123	76.53432177	35.60098719	49.35425786	67.70131413	37.45762035	39041
2099	Miami	14.95771437	77.05342306	48.79222233	57.20865505	25.57564766	91.31871205	90.07781777	64.546775	79.6336213	39.77179335	13.09763246	18.19758321	39043
2100	Monroe	24.74117822	40.69693814	52.45837073	69.94197844	30.64548973	66.80257667	69.14726848	54.4500251	38.17484994	62.76101545	60.50189714	79.77892856	39045
2101	Montgomery	13.39548313	51.06278504	23.79023643	18.0619946	36.28750187	36.87875735	27.85791838	44.77187915	51.13425737	80.72893315	5.585007545	51.76658673	39047
2102	Morgan	43.77862383	25.00912001	69.47566783	45.48954966	45.15301581	71.2714853	62.56690673	76.63791789	86.22859434	53.32191821	95.89033704	28.64589127	39049
2103	Morrow	10.34831603	43.07947479	68.13850646	5.280161159	55.63788702	50.10665153	46.2049809	11.10716949	66.28399004	18.71026218	50.42733327	73.6278568	39051
2104	Muskingum	20.43787078	14.75231104	97.00101564	97.68324342	34.07711321	86.85866918	24.52703162	72.80083438	46.59766095	88.01961493	5.277972558	8.091951363	39053
2105	Noble	53.91712274	5.371503147	8.882509218	12.45567422	59.25693794	50.21627657	92.59628488	8.208485612	6.777760091	35.10265195	4.06162515	22.73795952	39055
2106	Ottawa	47.00741102	77.61789298	57.77316802	50.46570443	66.14982404	58.03313935	19.02404467	85.90109483	84.73552492	93.3155213	89.81583751	13.64410305	39057
2107	Paulding	81.01513405	36.86250754	88.17417627	86.64829944	1.931524481	15.66103254	22.70951763	33.34211054	96.73988256	58.06086521	77.87041915	78.06055837	39059
2108	Perry	66.69138803	1.973649816	64.8436835	49.67333911	95.28149196	57.59318035	29.11984561	93.44251108	23.35327293	84.31177938	44.76357808	89.31523657	39061
2109	Pickaway	43.07344202	83.79767743	25.74048965	56.2051011	79.52035211	44.23084935	49.41827464	91.64878794	76.13175039	66.98749573	56.1326445	37.36486314	39063
2110	Pike	89.5200801	38.41002364	81.99503412	17.03980875	34.69341881	15.80832316	6.977117332	17.58289237	26.02409847	35.65279767	95.26627704	21.0044917	39065
2111	Portage	48.1980876	41.8578929	31.65520818	64.38646366	34.85542911	5.387480768	51.43529848	27.94274078	92.20167688	1.598005062	45.21690421	25.50748106	39067
2112	Preble	96.44274773	27.25202375	5.484463112	0.808861833	15.43811885	60.17046682	68.66663891	14.36643545	46.24389823	28.74839934	4.204505622	22.29350975	39069
2113	Putnam	62.84240094	55.53297371	81.16000071	80.07660419	29.65404061	7.168009082	21.25993162	14.93857687	77.53488479	94.54468993	87.51971216	75.04316133	39071
2114	Richland	43.90084881	25.08446209	84.31579362	15.12600505	39.77745165	27.00974873	63.80894177	8.620799673	53.38348221	88.95187073	47.58809852	41.21734929	39073
2115	Ross	1.601827034	62.81509318	25.9305757	30.47322468	62.8371999	22.54154388	98.43125603	1.491849165	50.04255432	75.79389315	65.24637975	39.040791	39075
2116	Sandusky	44.61938281	43.35342208	66.1756751	57.25074381	71.16288027	32.72421416	18.88701166	6.770623352	72.13267394	8.759018579	92.29091694	84.40801393	39077
2117	Scioto	24.96762268	80.77994923	69.22510113	60.74598785	19.06267701	23.89821633	9.48146932	64.97496546	76.5936931	76.24648086	98.9464837	61.65292079	39079
2118	Seneca	84.31963677	85.99127824	55.56392346	46.33196958	28.36252395	91.75160039	48.33119549	66.5245823	63.25634512	84.96351121	44.15132981	71.6962978	39081
2119	Shelby	63.67002601	15.51088273	85.1415271	89.63415059	36.86359449	13.53614738	13.29538446	88.49091894	10.56138888	36.86331192	23.13627134	78.24929106	39083
2120	Stark	9.578119838	48.49715648	3.075351765	76.60726418	5.860106874	73.06768044	41.11101476	28.82125282	14.98980906	24.26417337	70.17844656	42.33456572	39085
2121	Summit	10.75654206	8.589423691	90.71717996	67.30873063	23.76176919	48.53929791	76.20517194	57.58219094	99.32657729	31.94505958	50.19531145	51.57866166	39087
2122	Trumbull	23.34797035	8.81153351	96.24078801	56.53456854	35.40981161	89.32643575	54.50114889	1.384903393	51.19084087	31.05306646	99.54960577	97.07586062	39089
2123	Tuscarawas	91.68814431	53.76102676	6.763987102	71.74225871	2.406001929	9.207698655	23.46034464	65.21413369	32.64887903	78.18019756	28.55618231	14.97903932	39091
2124	Union	46.65160453	52.54482624	84.66281985	97.67813617	43.76312091	98.48429923	46.39330826	88.90187054	16.36833626	7.955445495	28.24447353	85.38724802	39093
2125	Van Wert	31.47812	48.75675266	98.21330546	44.24526543	87.85475575	53.70489183	27.9600044	82.71490259	34.58449443	39.59296367	61.65404057	91.68615325	39095
2126	Vinton	33.66188001	51.66800624	0.11244267	82.95051409	65.89588558	48.70522108	26.98267356	9.990679423	59.34615279	54.73677946	98.01681155	89.21198405	39097
2127	Warren	55.57520231	10.07490116	43.55550486	64.72846112	61.64063065	94.37321173	44.81137789	29.71258164	18.77098647	81.43877825	35.83986765	97.5616033	39099
2128	Washington	82.39515774	77.21149442	10.50685264	52.41909375	93.53986159	60.27053014	50.62191403	75.67055355	13.67309591	30.62113321	4.475638036	26.89804341	39101
2129	Wayne	5.860120666	50.8415657	36.57450843	25.68128738	96.46984171	29.08483333	89.34495437	24.1825129	61.81102025	8.083328784	38.57038122	90.2292867	39103
2130	Williams	71.07800764	19.57690619	55.43613098	88.85884931	39.53615602	99.8030647	72.72408329	97.73105299	12.08823065	5.714366231	72.25518183	72.56814971	39105
2131	Wood	61.13559542	58.74313005	23.67284589	39.79290545	80.95901277	15.63176434	65.42839074	78.19888967	52.23934427	59.32663161	2.543483027	36.13985263	39107
2132	Wyandot	59.8930909	48.28791033	88.98602241	73.16258482	44.71621026	54.41299515	67.7752841	69.38223648	53.00062806	12.50017718	57.1031844	70.25087958	39109
2133	Adair	72.44314158	68.91354	11.6134852	60.29890658	69.9597113	59.59648757	1.683495501	73.9095191	56.86034304	73.62166121	43.55040727	92.79762892	39111
2134	Alfalfa	78.75605613	47.13088643	73.84314367	25.66926009	23.76199753	63.9837652	16.01703327	97.42809428	6.548510753	29.33940011	12.32635932	73.43291663	39113
2135	Atoka	22.33104943	0.14153751	18.00896349	76.68418605	15.43234432	66.39127217	0.150919823	54.75117195	1.272729556	46.40413983	85.8594919	46.55573409	39115
2136	Beaver	57.20176748	14.39653675	18.09898995	17.50005565	27.7951819	71.29291225	34.03158182	5.032028488	21.93715334	44.35996674	70.2694894	49.0552627	39117
2137	Beckham	58.46952386	64.76153211	32.7769945	11.50422026	3.870957023	11.64644729	18.01000157	60.11393903	78.45097149	57.82219888	52.28074821	32.83613826	39119
2138	Blaine	83.39908663	37.65706304	29.59749244	50.14755502	39.20483783	78.58788467	68.34961264	2.445594523	86.23905964	74.08144858	63.77614622	0.182862462	39121
2139	Bryan	88.569258	99.83224796	29.99242805	80.74413324	9.230222406	13.74205411	4.975405149	33.88668604	1.487470014	88.32281322	53.1601721	25.11912809	39123
2140	Caddo	95.69366533	99.95381095	27.49890988	52.27773175	1.683733253	4.91810045	83.8035926	36.28545851	44.84985149	50.31850921	89.9550308	31.64127695	39125
2141	Canadian	43.57604998	22.54014069	56.52943699	41.44798312	67.5747215	1.264415501	89.6480077	19.33301519	47.54883047	63.69611122	30.65531993	4.947317996	39127
2142	Carter	60.35954425	4.75530234	38.75203946	88.66597746	85.11990607	37.88895374	21.6957822	96.11279302	4.114752658	17.70464547	1.62732203	2.264775011	39129
2143	Cherokee	7.161473242	67.94964574	13.93433299	84.68852358	30.82607924	46.67969258	30.16195416	13.01900809	90.08417204	11.31278189	72.40812251	3.645017143	39131
2144	Choctaw	83.68573338	86.14494561	5.579976109	19.28245503	27.28630367	11.20683404	89.22922513	97.86287107	86.37614965	82.30761836	17.35960354	72.75670766	39133
2145	Cimarron	20.54321242	95.67879821	37.24353253	17.94566128	87.5929106	33.68847744	53.31245541	53.88473979	59.37707868	31.73067715	77.7418694	73.86339398	39135
2146	Cleveland	60.07600255	90.1989231	56.61443051	14.91782436	15.72399784	35.6052818	8.483892187	79.66402202	57.33194006	19.64761935	37.40822085	48.47644345	39137
2147	Coal	45.61505507	71.59789701	61.76635263	51.09314739	94.02915851	99.21952818	6.704957723	8.984391826	3.618473916	56.89372714	5.077298695	44.96146384	39139
2148	Comanche	50.03580522	25.97080154	20.16200995	17.36661182	76.9474428	54.07460326	24.36892625	11.48164633	48.81512078	94.08725846	72.6160388	25.22046842	39141
2149	Cotton	33.31081725	22.9733904	77.95782995	18.06247356	55.22234406	5.595485695	72.5103383	91.78668249	92.03897029	35.62842157	9.230076451	84.64308955	39143
2150	Craig	90.25063591	52.60803244	77.75070661	11.01954577	51.2034391	6.575385571	65.07161793	5.446410452	83.65917371	76.26949352	67.05651679	68.44961357	39145
2151	Creek	30.24696704	35.03281139	0.065533522	16.01000094	97.12357102	11.39012054	24.79065278	31.28810365	34.60092624	36.66845313	59.72735241	18.56158004	39147
2152	Custer	67.57879409	97.70202431	76.47629822	70.3656114	94.82112161	46.29370275	61.78896644	24.30319823	39.68919808	55.03344066	38.96487795	73.79281923	39149
2153	Delaware	74.83575641	35.13012876	21.19818789	4.411964616	96.66542995	6.789956163	42.63942704	43.91409914	37.73769349	25.36478239	72.64134856	29.16449053	39151
2154	Dewey	45.78331143	88.48457722	66.1432783	61.77807612	24.0082124	20.57758076	2.105606188	41.77664911	36.90497725	99.70459072	73.35956936	96.73220839	39153
2155	Ellis	64.34528663	54.44568547	13.23197592	23.44575715	3.55645899	71.50678152	60.19223254	4.602007802	15.44923016	29.81177096	85.86604952	55.2860258	39155
2156	Garfield	60.93889361	31.90203472	36.26364723	10.23520223	55.10026553	63.97030577	1.447352602	32.01613677	80.94603876	60.4346402	56.81963801	9.572600053	39157
2157	Garvin	79.13303769	8.153869836	78.16387814	24.28119587	12.50318998	17.0439497	89.35030701	93.45393855	70.26850918	87.27029685	83.92609561	76.15407347	39159
2158	Grady	25.75377809	62.8312463	46.70084675	60.66697343	36.6877049	9.976705778	86.23025882	11.96253856	89.82557756	63.26252614	81.28451477	44.66014348	39161
2159	Grant	44.18257713	27.82404658	8.881075566	41.14484568	59.1068076	33.82747261	11.24185958	59.1394765	79.70250666	29.05270075	18.2505482	91.80872469	39163
2160	Greer	88.30466286	54.53882612	23.60415947	54.88276464	82.84074411	28.1610766	22.74107632	16.5608495	23.68246536	25.42240416	34.43730083	45.42594409	39165
2161	Harmon	76.81464548	2.565214739	36.56278906	39.66736232	33.59319204	66.40862847	83.66620007	56.75668161	5.677322806	49.25242123	46.68608497	75.23249088	39167
2162	Harper	0.165481141	93.92166929	10.39635886	16.2769535	19.46999912	38.29372554	30.7917608	4.021335191	9.86696678	85.00380935	44.03326116	23.91912927	39169
2163	Haskell	97.61907617	89.69270969	87.31408091	53.42667343	30.21187328	37.92187909	50.65377005	36.79992523	21.2235904	19.04305203	34.93002323	1.707904219	39171
2164	Hughes	67.56006529	27.76553012	77.927147	85.99943288	99.66122766	85.89189281	60.49363697	3.725652037	86.91784081	81.61511588	84.04310026	63.25278243	39173
2165	Jackson	54.13458082	76.28161249	16.52937187	31.01664491	3.247602895	5.667903017	5.332142426	90.18341996	45.79834216	82.30500631	89.29338677	19.92082393	39175
2166	Jefferson	22.80801043	48.05713808	97.51616423	15.02229439	16.21950749	82.41868816	89.20440612	18.81976043	39.1523816	30.19544311	7.816376851	59.31167495	40000
2167	Johnston	67.17920983	61.89334482	68.80698907	54.29031323	7.938671283	8.162363072	73.72674884	14.97341726	93.37261916	16.89154081	30.9129957	92.05715865	40001
2168	Kay	3.405785885	13.45613596	61.77101813	78.68069697	52.68714706	74.28606575	60.69946504	19.57379843	18.24503804	71.16043065	6.90098296	24.73900821	40003
2169	Kingfisher	51.5463895	84.58932846	5.977177682	79.02563135	29.24520761	25.66558907	47.11564344	76.41489695	17.08438416	67.13511529	17.56977096	59.26584989	40005
2170	Kiowa	27.83525609	80.39600228	65.97471926	88.43177946	57.32178073	34.33250669	8.685793467	17.57805945	50.94320723	20.08422981	84.23975727	21.12874581	40007
2171	Latimer	57.05156975	6.019105984	23.91403264	45.67603941	90.90154198	16.64307352	76.26429586	25.66177949	68.77971125	32.3156585	12.67755336	77.9791245	40009
2172	Le Flore	85.2579661	52.92878872	70.8170608	17.03741287	16.21252809	39.05540179	93.08963959	59.75747576	30.28680128	71.16911865	79.79966141	6.323697048	40011
2173	Lincoln	71.84853755	36.01015889	78.99009293	32.71829428	83.20114919	24.37166473	6.204851258	67.93757707	60.18802105	0.754707289	56.02404309	78.30116469	40013
2174	Logan	15.89761883	53.071363	52.60612718	82.7900697	84.4186432	39.72452923	96.57304712	19.17527407	41.30260765	11.54544532	67.32194706	15.3718768	40015
2175	Love	76.7159425	35.68617127	49.29795136	26.22071543	1.9601425	78.91832113	87.58347865	67.70339775	28.65243956	72.63683624	92.672597	9.527146877	40017
2176	Major	2.013129905	74.65900909	25.51616745	95.07683446	67.75362307	97.88730775	84.53412163	99.23369101	58.88464654	53.43873801	33.89535097	43.25450303	40019
2177	Marshall	36.30783384	13.26447214	76.54108474	45.43388655	8.66900725	38.42513297	10.01676016	57.33182563	20.13040508	65.52812356	49.32948572	58.12967716	40021
2178	Mayes	25.95621008	38.94876375	51.90248557	56.05224023	44.6392103	23.72100521	15.49399221	27.37508561	1.44868828	61.14186858	93.71289703	76.05870068	40023
2179	Mcclain	19.28123385	64.12072207	67.82183993	53.06384607	64.55022255	88.58135128	31.76246162	66.92388665	57.79032096	63.99690045	91.75975902	98.20720558	40025
2180	Mccurtain	48.63590161	85.40470276	54.39675806	51.53382132	64.58529204	16.92818089	54.08814439	7.248247922	43.56583543	28.27649372	5.536311819	13.33607273	40027
2181	Mcintosh	0.064683208	26.86867225	49.42061632	36.61715012	13.94787913	83.50678831	42.8265794	95.222701	29.40893487	66.09212969	75.29152698	93.21169394	40029
2182	Murray	54.03651711	15.29352804	74.26669841	39.54760596	13.53941768	66.32789409	56.41327198	60.39883069	3.400738661	29.21915862	87.83597105	53.03167162	40031
2183	Muskogee	90.85889409	15.19991714	31.78183641	28.85473565	36.53844401	51.48741281	11.95770642	57.82464731	53.93419667	15.10382453	4.229172784	7.187966311	40033
2184	Noble	61.88952566	80.55545518	77.06412055	8.634781712	80.14407156	92.46155874	98.64410763	53.57437246	78.39878475	84.31224056	66.65892196	47.0499354	40035
2185	Nowata	34.81282087	65.35736885	53.23042569	54.54062763	38.08985024	11.58019748	91.87660404	69.49022773	62.47960949	78.4393189	35.80371473	71.39226807	40037
2186	Okfuskee	99.47676133	26.41772931	11.57468707	32.99083347	99.27174709	66.53455542	91.16242341	45.88989676	53.20400165	65.98653751	60.59431776	11.00867732	40039
2187	Oklahoma	34.14806533	68.29597635	69.03571795	42.92871476	91.17467451	38.30646635	95.25031413	82.45162764	37.88511033	84.68341047	69.83504403	40.09886436	40041
2188	Okmulgee	73.31253439	13.39815352	16.9995905	9.625308186	40.36744882	76.59742884	33.33878308	32.86568246	92.10897271	73.53510731	74.54026259	25.9539702	40043
2189	Osage	66.1355497	75.65544965	12.78902592	48.91818509	58.56795227	71.93212169	97.82636602	61.94563733	77.74994834	71.63830272	94.99739532	3.75881821	40045
2190	Ottawa	69.72747565	67.67898397	88.73904678	80.33085857	96.82573253	96.07683855	27.50538549	42.63477479	35.56800062	57.4291508	57.76532007	35.82766456	40047
2191	Pawnee	61.19042051	87.0239723	84.49340318	24.74699885	87.98461638	50.07864195	5.27766919	67.84000717	14.78560731	60.36572015	97.21959088	27.28188762	40049
2192	Payne	64.8912229	88.01702427	82.27901491	3.607191053	63.23738086	15.72713146	25.46667311	41.05131472	33.56950087	36.22771926	54.9897605	54.65251024	40051
2193	Pittsburg	64.72365014	92.6955288	54.83889651	53.41875746	40.45498875	75.5706568	8.949254057	16.03849538	54.75229736	88.42901981	67.12054982	31.41183675	40053
2194	Pontotoc	17.6805601	37.83214675	19.53200679	46.87604098	86.87096321	17.24482462	96.22086185	5.704873509	42.59810596	87.39239826	22.70381321	89.74428878	40055
2195	Pottawatomie	32.02556874	16.60639421	58.30136323	58.37173821	98.40626153	61.55922394	8.339867424	97.16291205	71.40680213	71.33904919	42.56282142	49.28512959	40057
2196	Pushmataha	37.43976506	20.03057335	67.20267183	39.81875226	89.93204857	21.54716902	89.98276991	49.37011492	67.25044883	65.68932049	63.65411257	62.05326886	40059
2197	Roger Mills	68.56871417	67.09719387	14.61370353	26.40176379	7.489753786	30.16313677	21.22723324	35.06214041	42.73437824	79.05951196	94.70908214	65.00418263	40061
2198	Rogers	96.22645682	22.87011643	86.13330567	40.90323523	87.55403752	18.92724978	76.12043742	66.13271804	30.27968119	7.500286561	76.22151339	32.67998887	40063
2199	Seminole	33.7888034	37.24764036	57.26887087	22.00408237	93.93475016	16.06286555	93.96163205	98.85767062	46.74307653	1.004214244	94.72275852	5.243236064	40065
2200	Sequoyah	57.4944938	68.17446672	68.83593505	52.52432761	63.54133518	47.44303922	83.05164869	17.12112069	83.38245745	89.97868549	66.27480267	85.63372263	40067
2201	Stephens	55.69079715	40.66533278	53.89584113	26.76053792	25.87264473	95.11959664	87.09564268	96.48528663	77.69294347	67.89248004	23.92705706	5.385541025	40069
2202	Texas	56.50016405	11.66383015	10.65566411	57.51681203	98.17364748	90.2018399	30.40843794	1.160551373	46.88439291	46.41486449	21.44163536	60.75332785	40071
2203	Tillman	12.83203223	39.67075947	60.02491609	20.6102504	12.43112275	8.99283824	8.397985605	80.95539641	74.17946528	0.793269911	56.36457027	16.12790389	40073
2204	Tulsa	63.74862329	55.99644244	41.63997418	94.21054909	45.77872735	51.12441064	79.13342642	75.15717046	55.55135963	17.95352525	8.740056502	67.07453819	40075
2205	Wagoner	45.45306433	38.64438557	43.5966118	12.76059349	75.27036454	40.28576141	48.66532953	50.17793267	31.15350378	88.78297754	7.45741267	2.958567631	40077
2206	Washington	87.61271394	7.288350435	25.21034616	63.18644039	22.89406125	61.35236623	96.82239721	91.87711312	63.69340783	12.93352456	95.72744862	69.55627438	40079
